id,existing year,gps_height,installer,longitude,latitude,num_private,basin,region,population,public_meeting,scheme_management,permit,extraction_type_class,management_group,payment_type,water_quality,quantity,source_class,waterpoint_type_group
53160,1.0,0,other,37.28626779,-6.39989867,0,Wami / Ruvu,Morogoro,150,True,VWC,True,handpump,user-group,annually,soft,enough,groundwater,hand pump
17393,unknown,0,other,33.23224678,-4.03299951,0,Internal,Tabora,0,True,VWC,False,handpump,user-group,annually,salty,enough,groundwater,hand pump
33016,unknown,0,dwe,31.03832879,-1.80893758,0,Lake Victoria,Kagera,0,True,unknown,True,gravity,user-group,never pay,soft,seasonal,surface,communal standpipe
25929,unknown,0,other,33.92732720000001,-9.41998343,0,Lake Nyasa,Mbeya,0,True,VWC,True,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
41102,unknown,0,other,35.46742528,-6.08071234,0,Internal,Dodoma,0,True,VWC,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
11093,unknown,0,community,32.67232168,-2.56531301,0,Lake Victoria,Mwanza,0,True,VWC,True,handpump,user-group,never pay,soft,dry,groundwater,hand pump
52744,1.0,1313,other,38.00386481,-4.3091374,0,Pangani,Kilimanjaro,100,True,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
23484,7.0,1294,other,34.5901106,-4.45633578,0,Internal,Singida,348,True,WUA,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
13139,16.0,946,dwe,35.92353909,-10.55932685,0,Rufiji,Ruvuma,200,True,WUG,False,handpump,user-group,annually,soft,enough,groundwater,hand pump
55439,unknown,0,government,33.08152066,-3.00790987,0,Lake Victoria,Mwanza,0,unknown,VWC,True,motorpump,user-group,never pay,unknown,unknown,groundwater,communal standpipe
41539,9.0,203,other,38.11659,-6.74431523,0,Wami / Ruvu,Morogoro,400,True,VWC,True,handpump,user-group,per bucket,milky,insufficient,groundwater,hand pump
47692,16.0,1172,dwe,32.9210858,-1.96944461,0,Lake Victoria,Mwanza,600,True,unknown,True,other,user-group,never pay,soft,insufficient,groundwater,other
60165,5.0,22,dwe,39.05575005,-5.05444221,0,Pangani,Tanga,50,True,VWC,True,gravity,user-group,never pay,soft,enough,surface,communal standpipe
64683,17.0,432,dwe,37.84898779,-6.95250478,0,Wami / Ruvu,Morogoro,50,True,VWC,True,handpump,user-group,per bucket,salty,insufficient,groundwater,hand pump
7089,39.0,1557,dwe,37.42651091,-3.29337699,0,Pangani,Kilimanjaro,50,True,VWC,True,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
13516,20.0,779,government,37.71674467,-3.78815935,0,Pangani,Kilimanjaro,160,True,VWC,False,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
47720,unknown,0,other,34.37482262,-8.69547142,0,Rufiji,Mbeya,0,False,Water Board,True,gravity,user-group,never pay,coloured,seasonal,surface,communal standpipe
22588,unknown,0,government,35.86962883,-6.40888917,0,Rufiji,Dodoma,0,True,VWC,True,motorpump,user-group,unknown,soft,dry,groundwater,communal standpipe
28580,unknown,0,community,33.5270184,-2.978953,0,Lake Victoria,Shinyanga,0,unknown,unknown,False,gravity,unknown,unknown,unknown,unknown,surface,communal standpipe
9075,6.0,-22,other,39.3188491,-8.77630915,0,Ruvuma / Southern Coast,Lindi,89,True,unknown,True,handpump,user-group,never pay,salty abandoned,enough,groundwater,hand pump
25066,21.0,543,danida,34.65960507,-11.04150813,0,Lake Nyasa,Ruvuma,60,True,VWC,True,gravity,user-group,unknown,soft,dry,groundwater,communal standpipe
28284,unknown,0,government,33.90257837,-9.45557202,0,Lake Nyasa,Mbeya,0,True,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
67568,unknown,0,other,33.11851428,-2.41641471,0,Lake Victoria,Mwanza,0,True,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
64823,unknown,-16,other,39.74288015,-7.97487722,0,Rufiji,Pwani,25,True,VWC,False,submersible,user-group,never pay,soft,enough,groundwater,communal standpipe
8243,41.0,1254,dwe,37.53066743,-3.30214852,0,Pangani,Kilimanjaro,1,False,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,other
2556,unknown,0,individual,33.24818481,-8.84004975,0,Lake Rukwa,Mbeya,0,True,VWC,True,gravity,user-group,on failure,soft,insufficient,surface,communal standpipe
58746,unknown,0,other,33.43399461,-4.42074921,0,Internal,Tabora,0,True,Water authority,False,submersible,user-group,per bucket,salty,enough,groundwater,communal standpipe
18288,3.0,1801,dwe,35.53684395,-8.13141395,0,Rufiji,Iringa,600,True,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
72822,42.0,822,government,37.71944464,-4.10084202,0,Pangani,Kilimanjaro,400,True,Water authority,True,submersible,commercial,per bucket,soft,insufficient,groundwater,communal standpipe
5178,5.0,1134,other,34.56237084,-4.0895410000000005,0,Internal,Singida,456,True,WUA,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
66294,3.0,1441,other,34.70362379,-9.8071243,0,Lake Nyasa,Iringa,500,True,VWC,False,gravity,user-group,on failure,soft,insufficient,surface,communal standpipe
14451,unknown,0,dwe,31.21821098,-2.87641591,0,Lake Tanganyika,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
48600,3.0,1455,other,34.55335717,-4.54873104,0,Internal,Singida,568,True,WUA,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
27513,1.0,1263,dwe,30.05112634,-4.71540383,0,Lake Tanganyika,Kigoma,230,True,Water authority,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
36889,5.0,726,dwe,36.07247636,-10.94738199,0,Ruvuma / Southern Coast,Ruvuma,352,True,Parastatal,False,handpump,parastatal,on failure,soft,insufficient,groundwater,hand pump
663,26.0,1,other,38.98954222,-6.52821277,0,Wami / Ruvu,Pwani,50,True,Company,True,submersible,user-group,never pay,soft,enough,surface,communal standpipe
10646,10.0,204,other,37.76090731,-7.53331176,0,Wami / Ruvu,Morogoro,100,True,VWC,True,submersible,user-group,on failure,unknown,unknown,groundwater,communal standpipe
35103,unknown,0,hesawa,33.03133053,-2.93342656,0,Lake Victoria,Mwanza,0,True,VWC,True,handpump,user-group,on failure,soft,enough,groundwater,hand pump
50804,23.0,1062,dwe,35.76358856,-10.47729818,0,Lake Nyasa,Ruvuma,330,True,VWC,False,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
29635,17.0,1929,community,34.20411113,-9.39074443,0,Lake Nyasa,Iringa,0,True,VWC,False,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
47604,2.0,101,other,38.43257934,-6.64319781,0,Wami / Ruvu,Pwani,30,False,WUA,True,submersible,commercial,per bucket,soft,enough,surface,communal standpipe
49844,18.0,1531,other,31.04671535,-7.50657355,0,Lake Tanganyika,Rukwa,1,True,VWC,False,handpump,user-group,per bucket,salty,insufficient,groundwater,hand pump
69068,unknown,0,other,36.58748838,-6.24663434,0,Wami / Ruvu,Dodoma,0,True,VWC,False,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
43074,unknown,0,other,33.95559442,-9.41918045,0,Lake Nyasa,Mbeya,0,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
71088,7.0,0,dwe,37.91415499,-5.51157293,0,Pangani,Tanga,1,True,VWC,False,other,user-group,never pay,soft,insufficient,surface,other
40470,31.0,801,danida,36.04279658,-10.700035,0,Ruvuma / Southern Coast,Ruvuma,230,True,VWC,True,gravity,user-group,monthly,soft,seasonal,surface,communal standpipe
21920,unknown,0,dwe,31.32226156,-2.63248402,0,Lake Tanganyika,Kagera,0,True,VWC,True,other,user-group,never pay,soft,enough,groundwater,other
51415,1.0,1156,other,37.92358323,-4.15260262,0,Pangani,Kilimanjaro,25,True,Water authority,True,gravity,user-group,on failure,soft,enough,groundwater,communal standpipe
15480,unknown,0,other,33.97517234,-9.43874486,0,Lake Nyasa,Mbeya,0,True,VWC,True,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
21881,unknown,0,other,35.44121378,-5.90460028,0,Internal,Dodoma,0,True,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
7780,13.0,1431,other,35.05102106,-4.76424132,0,Internal,Singida,250,True,VWC,unknown,other,user-group,never pay,soft,insufficient,surface,communal standpipe
24908,unknown,0,hesawa,33.09594498,-3.00170736,0,Lake Victoria,Mwanza,0,unknown,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
53915,2.0,1322,other,34.59576664,-8.783538499999999,0,Rufiji,Iringa,208,True,WUA,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
54560,4.0,1541,other,35.79724985,-3.27902786,0,Internal,Arusha,100,True,VWC,True,gravity,user-group,per bucket,soft,seasonal,surface,communal standpipe
15498,30.0,1357,dwe,38.29708184,-4.8225822,0,Pangani,Tanga,1,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
20446,24.0,1249,danida,35.82214622,-7.44455765,0,Rufiji,Iringa,1,True,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
5886,6.0,953,other,36.83420253,-3.52811448,0,Pangani,Arusha,300,True,unknown,True,other,parastatal,unknown,soft,seasonal,surface,other
52883,17.0,328,dwe,36.27028419,-8.93106593,0,Rufiji,Morogoro,1,unknown,unknown,True,gravity,unknown,unknown,unknown,unknown,surface,communal standpipe
30892,23.0,1378,other,34.65624147,-5.55392839,0,Rufiji,Singida,1,True,VWC,unknown,submersible,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
37432,unknown,0,government,32.91903284,-8.61020528,0,Lake Rukwa,Mbeya,0,True,VWC,True,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
42574,4.0,1283,dwe,30.37650093,-4.37044343,0,Lake Tanganyika,Kigoma,950,True,Water authority,True,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
61505,unknown,0,dwe,33.78710295,-3.61786162,0,Internal,Shinyanga,0,True,Water authority,True,gravity,commercial,per bucket,soft,insufficient,surface,communal standpipe
44827,17.0,-11,other,38.92076355,-6.49655635,0,Wami / Ruvu,Pwani,60,True,Company,True,submersible,user-group,never pay,soft,enough,surface,communal standpipe
5951,1.0,384,other,37.44493734,-6.30339712,0,Wami / Ruvu,Morogoro,1,False,Private operator,True,submersible,commercial,per bucket,salty,enough,groundwater,communal standpipe
48991,unknown,0,other,33.87718822,-3.9129657,0,Internal,Shinyanga,0,False,Parastatal,False,gravity,parastatal,unknown,soft,seasonal,surface,communal standpipe
22821,unknown,0,other,33.54414943,-9.15411935,0,Lake Nyasa,Mbeya,0,True,VWC,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
46478,unknown,0,dwe,33.6622566,-2.94692606,0,Lake Victoria,Shinyanga,0,True,WUG,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
19831,33.0,973,dwe,36.84173368,-3.49226198,0,Pangani,Arusha,150,True,VWC,True,gravity,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
49317,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Mwanza,0,False,WUG,False,handpump,user-group,other,soft,enough,groundwater,hand pump
18472,unknown,0,dwe,30.94291534,-1.61962921,0,Lake Victoria,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
58686,12.0,167,dwe,38.86225903,-5.1220163,0,Pangani,Tanga,500,True,VWC,False,gravity,user-group,never pay,soft,seasonal,groundwater,communal standpipe
47419,unknown,0,dwe,32.92673313,-4.18059819,0,Lake Tanganyika,Tabora,0,False,VWC,False,other,user-group,never pay,soft,enough,groundwater,other
44921,13.0,1258,other,36.7187358,-3.4350662000000005,0,Pangani,Arusha,1230,False,Water Board,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
55024,28.0,140,dwe,39.08053067,-8.54902978,0,Ruvuma / Southern Coast,Lindi,530,unknown,unknown,True,other,user-group,never pay,salty,enough,groundwater,other
28971,33.0,1561,other,34.87965954,-4.77738537,0,Internal,Singida,1,True,VWC,unknown,other,user-group,unknown,unknown,dry,groundwater,other
8108,unknown,0,dwe,32.30392596,-4.11650763,0,Lake Tanganyika,Shinyanga,0,unknown,unknown,True,handpump,user-group,unknown,soft,insufficient,groundwater,hand pump
32182,3.0,56,unknown,39.12033011,-6.88949509,0,Wami / Ruvu,Dar es Salaam,150,unknown,Private operator,False,submersible,commercial,per bucket,soft,enough,groundwater,communal standpipe
40513,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Shinyanga,0,unknown,WUG,False,other,user-group,unknown,soft,enough,groundwater,other
372,35.0,1142,dwe,33.45273004,-2.15057199,0,Lake Victoria,Mara,1200,True,WUG,True,gravity,user-group,per bucket,soft,enough,surface,communal standpipe
49297,8.0,318,other,38.29967303,-6.12482676,0,Wami / Ruvu,Pwani,40,True,WUA,True,submersible,user-group,per bucket,soft,enough,surface,communal standpipe
24407,unknown,0,government,33.80452114,-9.53803983,0,Lake Nyasa,Mbeya,0,True,VWC,True,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
44874,unknown,0,community,32.43219552,-4.35719146,0,Lake Tanganyika,Tabora,0,True,WUG,True,handpump,user-group,per bucket,unknown,insufficient,groundwater,hand pump
25119,unknown,0,community,36.63382123,-6.01743922,0,Wami / Ruvu,Dodoma,0,True,VWC,False,motorpump,user-group,per bucket,salty,enough,groundwater,communal standpipe
3882,unknown,0,kkkt,32.84437968,-9.01234686,0,Lake Rukwa,Mbeya,0,True,VWC,False,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
73443,4.0,1218,community,37.10010472,-3.20118923,0,Pangani,Kilimanjaro,1,True,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
56056,unknown,0,community,32.29585805,-2.53029242,0,Lake Victoria,Mwanza,0,True,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
22035,36.0,1633,government,37.59058197,-3.22155047,0,Pangani,Kilimanjaro,1,True,Company,True,gravity,commercial,monthly,soft,enough,groundwater,communal standpipe
46318,10.0,369,dwe,38.92551598,-8.54354457,0,Ruvuma / Southern Coast,Lindi,387,True,unknown,True,gravity,other,never pay,soft,seasonal,surface,communal standpipe
20802,12.0,1469,other,37.06323273,-3.10510316,0,Pangani,Kilimanjaro,1,True,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
41941,53.0,1700,other,35.08022623,-4.65794661,0,Internal,Singida,1,True,VWC,unknown,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
12044,unknown,0,other,31.52493968,-1.63139815,0,Lake Victoria,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
47262,13.0,1170,other,30.25093548,-4.63010647,0,Lake Tanganyika,Kigoma,442,True,Water authority,False,gravity,user-group,monthly,soft,enough,surface,communal standpipe
19337,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Shinyanga,0,True,WUG,False,handpump,user-group,never pay,salty abandoned,enough,groundwater,hand pump
38688,31.0,139,other,39.4415096,-10.37145299,0,Ruvuma / Southern Coast,Mtwara,1,True,VWC,True,submersible,user-group,never pay,soft,enough,groundwater,hand pump
45341,unknown,0,other,31.58783422,-1.87895066,0,Lake Victoria,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
55661,unknown,0,dwe,31.17674496,-1.7062165,0,Lake Victoria,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
32322,unknown,0,dwe,30.61447513,-1.1920262,0,Lake Victoria,Kagera,0,True,unknown,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
41912,unknown,0,other,30.46909231,-2.66314697,0,Lake Victoria,Kagera,0,True,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,communal standpipe
26136,38.0,-37,dwe,39.28451091,-8.38986586,0,Rufiji,Lindi,212,True,unknown,True,other,user-group,never pay,salty,enough,groundwater,other
13480,9.0,893,other,37.33873108,-3.32137603,669,Pangani,Kilimanjaro,12,True,Water authority,True,submersible,commercial,per bucket,soft,insufficient,groundwater,communal standpipe
62035,unknown,0,other,31.45150239,-2.13348314,0,Lake Victoria,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
50343,17.0,1395,tcrs,37.96701554,-4.51220395,0,Pangani,Kilimanjaro,140,True,Water authority,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
68537,5.0,308,other,36.83259325,-8.01275975,0,Rufiji,Morogoro,300,True,unknown,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
52293,unknown,1953,other,35.72349519,-8.26602588,0,Rufiji,Iringa,0,True,VWC,True,submersible,user-group,annually,soft,enough,groundwater,communal standpipe
17764,5.0,1249,other,35.68946571,-2.2942759,0,Internal,Arusha,610,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
67862,unknown,0,government,0.0,-2e-08,0,Lake Victoria,Mwanza,0,True,VWC,True,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
38933,unknown,0,dwe,33.58838845,-3.71253842,0,Internal,Shinyanga,0,True,VWC,True,gravity,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
68514,37.0,1713,dwe,34.69464429,-9.10926068,0,Rufiji,Iringa,45,True,WUA,True,gravity,user-group,monthly,soft,dry,surface,communal standpipe
65335,unknown,1363,community,37.17849402,-5.3937132000000005,0,Pangani,Manyara,5000,True,VWC,True,gravity,user-group,per bucket,soft,insufficient,groundwater,other
27469,unknown,0,community,33.33008327,-4.10430628,0,Internal,Tabora,0,False,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
31290,30.0,1282,tcrs,30.3868068,-5.55083374,0,Lake Tanganyika,Rukwa,375,True,Water authority,True,other,commercial,never pay,soft,insufficient,groundwater,hand pump
72594,41.0,1297,dwe,37.52742633,-3.29749419,0,Pangani,Kilimanjaro,50,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
2854,unknown,0,other,33.22031980000001,-3.67500515,0,Internal,Shinyanga,0,False,Parastatal,True,handpump,parastatal,never pay,soft,seasonal,surface,hand pump
19679,33.0,440,other,39.11591108,-10.75837484,0,Ruvuma / Southern Coast,Mtwara,1,True,VWC,False,gravity,user-group,unknown,soft,dry,groundwater,other
46470,13.0,1073,other,36.09906035,-3.55135479,0,Internal,Arusha,1,False,Parastatal,unknown,other,parastatal,never pay,soft,seasonal,surface,communal standpipe
9931,37.0,1623,danida,35.72605224,-7.86602515,0,Rufiji,Iringa,1,True,VWC,True,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
39214,31.0,0,dwe,38.82399736,-4.8368263,0,Pangani,Tanga,60,True,VWC,True,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
3982,13.0,1380,other,36.65801378,-3.3660621,0,Pangani,Arusha,1,False,Water Board,unknown,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
29633,3.0,1471,other,37.60021375,-3.28486906,0,Pangani,Kilimanjaro,1,True,Parastatal,True,gravity,parastatal,never pay,soft,seasonal,surface,communal standpipe
50872,unknown,0,other,30.50669858,-2.78530212,0,Lake Victoria,Kagera,0,True,VWC,False,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
31969,unknown,0,hesawa,33.31630392,-2.78652032,0,Lake Victoria,Mwanza,0,True,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
51280,unknown,0,other,35.92608059,-5.88620581,0,Wami / Ruvu,Dodoma,0,True,VWC,False,motorpump,user-group,never pay,soft,dry,groundwater,communal standpipe
63438,2.0,409,dwe,38.33426657,-5.50362887,11,Pangani,Tanga,1000,True,VWC,False,submersible,user-group,per bucket,soft,insufficient,surface,communal standpipe
52302,unknown,0,community,35.62252218,-6.28249547,0,Internal,Dodoma,0,True,VWC,False,submersible,user-group,per bucket,soft,dry,groundwater,communal standpipe
44486,1.0,461,other,37.07908077,-6.79516761,0,Wami / Ruvu,Morogoro,100,True,WUG,True,handpump,user-group,on failure,salty,enough,groundwater,hand pump
4641,unknown,0,dwe,33.16240712,-4.45555491,0,Lake Tanganyika,Tabora,0,False,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,other
47724,3.0,1550,other,34.75294023,-5.00302353,0,Internal,Singida,1,True,VWC,unknown,submersible,user-group,unknown,soft,insufficient,groundwater,communal standpipe
4393,11.0,1289,other,34.99416354,-10.9420656,0,Lake Nyasa,Ruvuma,60,True,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
54938,11.0,1830,community,36.77233251,-3.14450978,0,Internal,Arusha,130,True,VWC,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
66983,unknown,0,hesawa,30.69785148,-2.75695078,0,Lake Tanganyika,Kagera,0,True,VWC,False,other,user-group,monthly,soft,insufficient,groundwater,other
55870,28.0,830,other,29.69473517,-4.91802226,0,Lake Tanganyika,Kigoma,0,False,Other,True,other,other,never pay,soft,dry,surface,communal standpipe
62561,15.0,568,danida,37.16746744,-10.88621828,0,Ruvuma / Southern Coast,Ruvuma,1,True,VWC,False,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
7975,35.0,1793,dwe,34.83435344,-8.98855633,0,Rufiji,Iringa,55,True,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
9418,unknown,0,dwe,35.72104265,-6.20761129,0,Internal,Dodoma,0,True,VWC,False,other,user-group,never pay,soft,insufficient,groundwater,other
4929,5.0,1691,dwe,34.91023422,-8.97162741,0,Rufiji,Iringa,80,True,VWC,False,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
68311,unknown,0,other,34.17033482,-3.83161228,0,Internal,Shinyanga,0,True,Parastatal,True,gravity,parastatal,never pay,soft,dry,surface,communal standpipe
15225,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Mwanza,0,True,unknown,True,other,user-group,never pay,soft,insufficient,groundwater,other
51854,1.0,407,government,38.25892945,-5.75176021,7,Pangani,Tanga,500,True,VWC,False,handpump,user-group,per bucket,salty,insufficient,groundwater,hand pump
40247,5.0,830,other,37.36157505,-3.33367707,0,Pangani,Kilimanjaro,15,True,Water authority,True,gravity,commercial,per bucket,soft,insufficient,groundwater,communal standpipe
37958,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Shinyanga,0,True,WUG,False,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
19319,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Shinyanga,0,True,WUG,False,handpump,user-group,monthly,salty abandoned,enough,groundwater,hand pump
27495,4.0,1769,other,35.49294768,-3.82318594,0,Internal,Manyara,371,True,VWC,True,other,user-group,never pay,soft,enough,groundwater,improved spring
20111,1.0,1827,other,34.80651623,-9.08176704,0,Rufiji,Iringa,65,True,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
33231,5.0,1336,other,34.18297985,-2.9884505,0,Lake Victoria,Shinyanga,300,False,WUG,False,handpump,user-group,never pay,salty abandoned,enough,groundwater,hand pump
44772,unknown,0,government,36.28250629,-6.73659474,0,Rufiji,Dodoma,0,True,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
53237,1.0,1300,community,36.78270808,-3.36680855,0,Pangani,Arusha,45,True,VWC,True,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
23279,40.0,1343,other,37.64774475,-3.6651928,0,Pangani,Kilimanjaro,80,True,Water Board,False,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
66738,unknown,0,kkkt,32.86155171,-8.81175046,0,Lake Rukwa,Mbeya,0,False,VWC,False,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
73053,23.0,2168,community,34.00579374,-9.28788035,0,Lake Nyasa,Iringa,0,True,WUA,False,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
31190,33.0,1600,dwe,34.61646717,-9.03038037,0,Rufiji,Iringa,150,True,WUA,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
54820,25.0,1609,hesawa,34.47180538,-1.34750267,0,Lake Victoria,Mara,150,True,unknown,True,other,user-group,unknown,soft,enough,groundwater,improved spring
54173,unknown,0,other,33.17321947,-9.36801445,0,Lake Nyasa,Mbeya,0,True,VWC,False,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
40904,30.0,823,danida,36.03281877,-10.70980482,0,Ruvuma / Southern Coast,Ruvuma,120,True,VWC,True,gravity,user-group,on failure,soft,seasonal,surface,communal standpipe
43729,3.0,218,other,36.68739398,-8.14717542,0,Rufiji,Morogoro,200,True,unknown,True,handpump,user-group,on failure,soft,seasonal,groundwater,hand pump
63132,unknown,0,other,34.19428263,-3.22054447,0,Internal,Shinyanga,0,True,WUG,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
65274,unknown,0,dwe,34.00951622,-3.82821994,0,Internal,Shinyanga,0,False,Parastatal,False,gravity,parastatal,unknown,soft,seasonal,surface,other
2012,4.0,1000,dwe,35.44293355,-10.63663927,0,Ruvuma / Southern Coast,Ruvuma,0,True,VWC,True,other,user-group,per bucket,soft,dry,surface,communal standpipe
70647,5.0,1338,ces,37.23342555,-3.21872895,0,Pangani,Kilimanjaro,40,True,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
6067,8.0,1573,community,34.8027117,-4.82593587,0,Internal,Singida,143,True,WUG,True,handpump,user-group,monthly,soft,enough,groundwater,hand pump
47835,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Shinyanga,0,False,WUG,False,handpump,user-group,never pay,soft,dry,groundwater,hand pump
14510,unknown,0,community,32.40169105,-4.36164232,0,Lake Tanganyika,Tabora,0,True,WUG,True,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
34536,unknown,0,dwe,0.0,-2e-08,0,Lake Victoria,Shinyanga,0,True,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
50168,18.0,874,other,37.34056891,-4.91403572,0,Pangani,Manyara,300,True,unknown,False,submersible,commercial,unknown,salty,enough,groundwater,other
65018,unknown,0,other,31.35173225,-3.18085359,0,Lake Tanganyika,Kagera,0,True,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
4960,unknown,0,other,34.21417118,-3.04215435,0,Lake Victoria,Shinyanga,0,True,WUG,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
19291,unknown,0,government,36.48157726,-6.42667541,0,Wami / Ruvu,Dodoma,0,True,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump
11480,15.0,1314,dwe,33.99565543,-3.00653449,0,Lake Victoria,Shinyanga,1,False,WUG,False,handpump,user-group,never pay,unknown,dry,groundwater,hand pump
74179,unknown,0,other,33.2271315,-4.08631627,0,Internal,Tabora,0,True,VWC,True,handpump,user-group,on failure,soft,enough,groundwater,hand pump
46276,unknown,0,dwe,31.228145,-2.86663153,0,Lake Tanganyika,Kagera,0,True,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
69469,14.0,1227,other,30.47944693,-3.71374909,0,Lake Tanganyika,Kigoma,350,True,VWC,False,handpump,user-group,unknown,soft,seasonal,groundwater,hand pump
51844,17.0,850,other,35.18500323,-5.86449995,0,Internal,Singida,560,True,unknown,False,other,user-group,never pay,soft,enough,groundwater,other
13340,20.0,912,dwe,34.62339965,-10.34973301,0,Lake Nyasa,Iringa,215,True,VWC,False,handpump,user-group,on failure,salty,enough,groundwater,hand pump
34046,10.0,1346,other,30.58500495,-3.74214503,0,Lake Tanganyika,Kigoma,120,True,VWC,False,gravity,user-group,on failure,soft,enough,surface,communal standpipe
