id,amount_tsh,existing year,funder,gps_height,installer,num_private,basin,subvillage,region,population,public_meeting,recorded_by,scheme_management,permit,extraction_type_class,management_group,payment_type,water_quality,quantity,source_class,waterpoint_type_group
21674,20.0,7.0,Jaica,11,JAICA,0,Ruvuma / Southern Coast,Shuleni,Lindi,1.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
49827,0.0,unknown,Rwssp,0,DWE,0,Lake Tanganyika,Bulolwambeshi,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,unknown,soft,enough,groundwater,hand pump
65611,0.0,unknown,Efg,0,EFG,0,Internal,Bukurwa,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,Parastatal,False,gravity,parastatal,unknown,soft,seasonal,surface,other
48052,0.0,17.0,Soda,926,DWE,0,Ruvuma / Southern Coast,Lipokela Kati,Ruvuma,450.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,on failure,soft,enough,groundwater,hand pump
59547,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Mibulani,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
39793,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Mimbi,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,surface,other
27686,0.0,15.0,Tcrs,1236,DWE,0,Lake Tanganyika,Cherabulo A,Kigoma,560.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,unknown,soft,enough,groundwater,hand pump
53927,2000.0,23.0,Abasia,1043,DWE,0,Lake Nyasa,Muungano A,Ruvuma,133.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
54485,0.0,unknown,unknown,0,unknown,0,Rufiji,Nyangasada,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,never pay,soft,seasonal,surface,communal standpipe
11922,0.0,unknown,Wananchi,0,wananchi,0,Lake Nyasa,Kati,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,Water authority,True,gravity,commercial,monthly,soft,enough,groundwater,communal standpipe
34851,0.0,15.0,Kanisa Katoliki Lolovoni,1467,DWE,0,Pangani,Leshabala,Arusha,150.0,True,GeoData Consultants Ltd,Parastatal,True,gravity,parastatal,unknown,soft,enough,groundwater,other
14646,500.0,33.0,Unicef,1579,DWE,0,Rufiji,Ulanga,Iringa,45.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
38991,0.0,unknown,Government Of Tanzania,0,GOVER,0,Wami / Ruvu,Bwawani,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,unknown,soft,dry,groundwater,communal standpipe
20155,20.0,33.0,Government Of Tanzania,958,DWE,0,Pangani,Kitongojini,Arusha,200.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
50328,0.0,26.0,Tardo,1790,Tardo,17,Pangani,Mission,Tanga,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
72786,0.0,4.0,Government Of Tanzania,498,Government,0,Pangani,Mashine A,Kilimanjaro,150.0,True,GeoData Consultants Ltd,Water authority,unknown,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
61652,3000.0,15.0,Mama,1979,Wanan,0,Lake Nyasa,Matundu,Iringa,57.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
10296,0.0,unknown,Rwssp,0,DWE,0,Lake Victoria,Ng'Hesha,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
9126,0.0,unknown,World Bank,0,KOYI,0,Lake Victoria,Bubinza A,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,submersible,unknown,never pay,soft,enough,groundwater,other
47495,10.0,4.0,Germany,1642,Dmdd,0,Internal,W/S,Arusha,200.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,per bucket,soft,seasonal,surface,communal standpipe
46307,500.0,23.0,Danida,484,DANIDA,0,Lake Nyasa,Nyerere,Ruvuma,90.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,dry,groundwater,communal standpipe
69138,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Ilalangulu,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,salty,seasonal,groundwater,hand pump
74198,0.0,unknown,Tasaf,0,TASAF,0,Lake Tanganyika,Kikungu,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,dry,groundwater,hand pump
2225,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Kagasha,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,enough,groundwater,other
29754,0.0,unknown,World Vision,0,Consulting Engineer,0,Lake Tanganyika,Iguku B,Tabora,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
59626,200.0,15.0,Teak Com,291,TEAK Com,0,Rufiji,Uarabuni,Morogoro,300.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,monthly,soft,seasonal,groundwater,hand pump
38715,0.0,35.0,Government Of Tanzania,1806,DWE,0,Rufiji,Materevasi,Iringa,120.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
33644,20.0,37.0,Government Of Tanzania,45,DWE,0,Wami / Ruvu,Kwala,Pwani,400.0,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,per bucket,soft,enough,surface,communal standpipe
42537,0.0,unknown,Government Of Tanzania,0,DWE,0,Lake Victoria,Mabila,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,gravity,user-group,never pay,soft,enough,surface,communal standpipe
6102,0.0,unknown,Hesawa,0,HESAWA,0,Lake Victoria,Igobe,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,other,soft,seasonal,groundwater,hand pump
22099,0.0,unknown,Hesawa,0,DWE,0,Lake Tanganyika,Ng'Ambo,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
73285,100.0,3.0,unknown,1597,unknown,0,Internal,Utemini,Singida,150.0,True,GeoData Consultants Ltd,VWC,unknown,motorpump,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
30675,0.0,unknown,Hifab,0,Hesawa,0,Lake Victoria,Isunga,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
45645,200.0,3.0,Kkkt Church,624,KKKT CHURCH,0,Pangani,Hedaru B,Kilimanjaro,210.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
10133,0.0,11.0,Lawatefuka Water Supply,1227,Lawatefuka water sup,0,Pangani,Mae Kati,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
31392,0.0,unknown,Tasaf,0,DWE},0,Lake Nyasa,Lusyembe,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
53757,10.0,14.0,Germany Republi,1551,CES,0,Pangani,Nkwambati,Kilimanjaro,35.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
69091,0.0,39.0,Government Of Tanzania,1101,DWE,0,Lake Rukwa,Kanoge,Rukwa,130.0,False,GeoData Consultants Ltd,Water authority,True,gravity,commercial,never pay,soft,enough,groundwater,communal standpipe
34819,0.0,unknown,Ridep,0,RIDEP,0,Lake Victoria,Katwe 3,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,dry,groundwater,hand pump
30233,20.0,0.0,Summit For Water,1223,Summit for water/Community,0,Pangani,Kilalanic,Arusha,145.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
8541,5000.0,1.0,Wsdp,110,Wachina,0,Wami / Ruvu,Vikuge,Pwani,20.0,True,GeoData Consultants Ltd,Parastatal,True,motorpump,commercial,monthly,soft,insufficient,surface,communal standpipe
20185,1000.0,23.0,Danida,618,DANIDA,0,Ruvuma / Southern Coast,Kisiwani A,Ruvuma,1.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,annually,soft,enough,surface,communal standpipe
15100,0.0,2.0,Idea,2080,IDEA,0,Lake Nyasa,Luhololo,Iringa,100.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
22154,0.0,unknown,Kaemp,0,DWE,0,Lake Victoria,Katale,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,insufficient,groundwater,improved spring
65590,1500.0,30.0,Tcrs,1198,TCRS,0,Lake Tanganyika,Barabara 3,Rukwa,80.0,True,GeoData Consultants Ltd,Water authority,True,other,commercial,on failure,soft,enough,groundwater,hand pump
21544,0.0,unknown,Government Of Tanzania,0,DWE,0,Lake Tanganyika,Tongi A,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,on failure,soft,enough,groundwater,hand pump
33226,0.0,unknown,Water,0,DWE,0,Internal,Kibandani,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,motorpump,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
37935,0.0,unknown,Oxfarm,0,DWE,0,Lake Victoria,Kinyaifo,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
4179,0.0,unknown,Government Of Tanzania,0,Government,0,Internal,Kifukulo,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,seasonal,groundwater,other
12087,0.0,unknown,Government Of Tanzania,0,Government,0,Internal,Matanda,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
15163,0.0,16.0,Ded,1202,DWE,0,Lake Nyasa,Kimelembe Kati,Iringa,1.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
37300,0.0,unknown,He,0,HE,0,Lake Victoria,Nyakihanga,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,improved spring
45039,0.0,unknown,Kkkt_makwale,0,KKKT _ Konde and DWE,0,Lake Nyasa,Ikukisyo,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
46519,40.0,7.0,District Council,394,Handeni Trunk Main(,4,Pangani,Kombwewe,Tanga,180.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,seasonal,surface,communal standpipe
8850,0.0,33.0,unknown,1608,unknown,0,Internal,Amani,Singida,1.0,True,GeoData Consultants Ltd,VWC,unknown,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
7211,2000.0,13.0,Soda,987,DWE,0,Lake Nyasa,Namakinga B,Ruvuma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,on failure,soft,seasonal,groundwater,hand pump
72111,0.0,9.0,Unicef,345,DWE,0,Wami / Ruvu,Madugike Primary School,Pwani,50.0,True,GeoData Consultants Ltd,Trust,False,gravity,commercial,never pay,soft,insufficient,groundwater,communal standpipe
20652,0.0,11.0,Kkkt,1801,KKKT,0,Rufiji,L,Iringa,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
37761,0.0,33.0,Unicef,1345,DWE,0,Rufiji,Mtakuja,Iringa,52.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,on failure,soft,dry,surface,communal standpipe
13869,0.0,7.0,Government Of Tanzania,491,Government,0,Pangani,Kidundai,Kilimanjaro,210.0,True,GeoData Consultants Ltd,Water authority,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
20960,30.0,38.0,Wd And Id,65,WD and ID,0,Pangani,Mtakuja,Tanga,150.0,False,GeoData Consultants Ltd,VWC,False,submersible,user-group,per bucket,salty,insufficient,groundwater,communal standpipe
51314,0.0,unknown,Government Of Tanzania,0,DWE,0,Lake Victoria,Ikunya,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,enough,groundwater,other
25560,0.0,unknown,Tanzakesho,0,TANZAKESHO,0,Lake Rukwa,Igamba Kati,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,other
48880,0.0,unknown,Si,0,SI,0,Lake Victoria,Kishoju 4,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,never pay,soft,enough,groundwater,communal standpipe
33275,0.0,unknown,Water,0,Commu,0,Wami / Ruvu,Kusenha,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,other,user-group,never pay,coloured,dry,groundwater,other
17433,0.0,1.0,Danida,774,DWE,0,Ruvuma / Southern Coast,Njoomlole,Ruvuma,60.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,on failure,soft,seasonal,surface,communal standpipe
71960,0.0,3.0,Tasaf,182,District water department,0,Ruvuma / Southern Coast,Shuleni,Lindi,650.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
70739,0.0,33.0,Government Of Tanzania,106,DDCA,0,Wami / Ruvu,Tulini,Pwani,800.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,surface,communal standpipe
22260,0.0,4.0,Filo,2006,Villa,0,Lake Nyasa,Kidewa,Iringa,10.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
48713,0.0,26.0,Kilindi District Co,0,DWE,0,Pangani,Kisangala,Tanga,1.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
30294,0.0,24.0,Government Of Tanzania,1652,DWE,0,Pangani,Engololoi,Arusha,200.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
27185,0.0,15.0,Dwe,1769,DWE,0,Lake Rukwa,Chunya,Rukwa,1000.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
21593,200.0,21.0,Government Of Tanzania,2154,Commu,0,Lake Nyasa,Utege,Iringa,<built-in function zeros>,True,GeoData Consultants Ltd,WUA,False,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
32119,0.0,6.0,W.B,44,RDC,0,Rufiji,Ngerezini,Pwani,1.0,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
20299,500.0,28.0,Norad,1025,RWE,0,Lake Tanganyika,Bolelo,Kigoma,60.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,seasonal,surface,communal standpipe
55818,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Sambandole,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
74137,500.0,19.0,Kkkt,1960,Commu,0,Lake Nyasa,Kisekelew,Iringa,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,annually,unknown,unknown,groundwater,communal standpipe
46159,0.0,unknown,El,0,EL,0,Lake Victoria,Rubale,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
59203,0.0,unknown,World Bank,0,Howard and humfrey consultant,0,Internal,Nawa A,Tabora,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,submersible,user-group,never pay,soft,enough,groundwater,communal standpipe
20171,0.0,9.0,Tasaf,1790,DWE,0,Lake Tanganyika,Kitampa,Rukwa,300.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
18385,0.0,unknown,Danida,0,Central government,0,Lake Nyasa,Kati,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,Water authority,True,gravity,commercial,monthly,soft,enough,groundwater,communal standpipe
44915,0.0,35.0,Government Of Tanzania,1796,DWE,0,Rufiji,Lingabena,Iringa,65.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
15941,20.0,8.0,Wua,312,WU,0,Wami / Ruvu,Kimange,Pwani,40.0,True,GeoData Consultants Ltd,WUA,True,submersible,user-group,per bucket,soft,enough,surface,communal standpipe
15865,0.0,2.0,Bffs,1162,Water board,0,Internal,Armakalikara,Manyara,2000.0,True,GeoData Consultants Ltd,VWC,False,submersible,user-group,never pay,salty,insufficient,groundwater,communal standpipe
57598,0.0,2.0,Water Board,1488,Government,0,Internal,Mwanya Shuleni,Manyara,240.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,seasonal,surface,communal standpipe
56036,200.0,5.0,Mwaya Mn,268,Communit,0,Rufiji,Kaloleni,Morogoro,500.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
35251,0.0,37.0,Government Of Tanzania,1773,DWE,0,Rufiji,Kati,Iringa,30.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,on failure,soft,dry,surface,communal standpipe
31002,50.0,2.0,Private Individual,-7,Da,0,Wami / Ruvu,Changuluwe,Pwani,120.0,True,GeoData Consultants Ltd,Company,True,submersible,commercial,per bucket,soft,enough,surface,communal standpipe
3720,0.0,unknown,World Vision,0,World vision,0,Internal,Budekwa Kati,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
63990,0.0,7.0,Zara Camp,1319,ZARA CAMP,0,Lake Victoria,Zara,Mara,100.0,unknown,GeoData Consultants Ltd,Other,unknown,submersible,other,unknown,salty,enough,groundwater,other
7340,0.0,unknown,Water,0,Gover,0,Rufiji,Ngunga,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
68382,0.0,21.0,Danida,492,DANIDA,0,Lake Nyasa,Likwiro Juu,Ruvuma,96.0,unknown,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,dry,groundwater,communal standpipe
48833,0.0,25.0,Norad/government,1285,RWE/DWE,0,Lake Tanganyika,Ruvuzangoma,Kigoma,400.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,unknown,soft,enough,surface,communal standpipe
54309,0.0,unknown,Hifab,0,Hesawa,0,Lake Victoria,Manguruma,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
29274,0.0,unknown,Government Of Tanzania,0,District Council,0,Rufiji,Voya Suleni,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,gravity,user-group,on failure,soft,enough,surface,communal standpipe
26159,20.0,12.0,Magadini-makiwaru Water,1310,Magadini-Makiwaru wa,0,Pangani,Sanya Hoi,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
5756,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Mbembe,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
65520,0.0,unknown,Government Of Tanzania,0,Government,0,Internal,Danduhu,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,never pay,soft,enough,surface,communal standpipe
17723,0.0,unknown,unknown,0,unknown,0,Lake Victoria,Kagondo Kaifo,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,improved spring
43704,0.0,unknown,Dwsp,0,DWE,0,Lake Victoria,Ng'Ong'Wa,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,on failure,salty,insufficient,groundwater,hand pump
32284,300.0,14.0,Ir,685,Ir,0,Wami / Ruvu,Songambele,Morogoro,400.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,monthly,soft,insufficient,groundwater,hand pump
26312,0.0,5.0,District Council,1115,District council,0,Pangani,Kimanga,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Company,True,gravity,commercial,monthly,soft,enough,groundwater,communal standpipe
54828,0.0,unknown,Government Of Tanzania,0,Sengerema Water Department,0,Lake Victoria,Kiloleli,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump
21386,200.0,15.0,Kkkt,1303,Community,0,Pangani,Patandi,Arusha,50.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,on failure,soft,insufficient,groundwater,communal standpipe
26077,200.0,10.0,Peace Cope,1739,DWE,0,Rufiji,Mlangali,Iringa,250.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
54702,100.0,1.0,St,750,St,0,Rufiji,Ccm,Morogoro,75.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,monthly,soft,enough,groundwater,other
68427,0.0,11.0,Kkkt,1654,KKKT,0,Rufiji,M,Iringa,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
41359,0.0,unknown,Water,0,Commu,0,Wami / Ruvu,Mapinduzi,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,motorpump,user-group,per bucket,soft,dry,groundwater,communal standpipe
57912,0.0,6.0,Kyariga,1355,Kyariga,0,Lake Victoria,Nyabuchegeche,Mara,40.0,unknown,GeoData Consultants Ltd,Other,True,gravity,commercial,unknown,soft,seasonal,surface,communal standpipe
57126,0.0,unknown,Tasaf,0,TASAF,0,Lake Rukwa,Mshansha,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,monthly,salty,insufficient,groundwater,hand pump
21321,0.0,unknown,Danida,0,Central government,0,Lake Nyasa,Ndanganyika,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
53202,0.0,5.0,Tanza,430,DWE,0,Wami / Ruvu,Ng'Wambe,Morogoro,100.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,surface,communal standpipe
3351,0.0,unknown,Dwsp,0,DWSP,0,Lake Victoria,Mwakitolyo A,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
41354,250.0,29.0,Norad,1293,NORAD,0,Lake Tanganyika,Runyogoza,Kigoma,320.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
19050,50.0,11.0,Private Individual,-15,Da,0,Wami / Ruvu,Kikonga,Pwani,20.0,True,GeoData Consultants Ltd,Company,True,submersible,commercial,per bucket,soft,enough,surface,communal standpipe
15929,250.0,6.0,Imf,1314,Government,0,Lake Tanganyika,Kifulifuli,Kigoma,570.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
31560,0.0,19.0,Cdtf,1358,DWE,0,Lake Nyasa,Lungemba,Ruvuma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,on failure,soft,dry,surface,communal standpipe
61696,40.0,31.0,District Council,346,Handeni Trunk Main(,25,Pangani,Msikitini,Tanga,50.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,enough,surface,communal standpipe
56022,50.0,8.0,World Bank,1350,Water board,0,Wami / Ruvu,Emality,Manyara,2000.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
48422,0.0,unknown,Tulawaka Gold Mine,0,Tulawaka Gold Mine,0,Lake Tanganyika,Kalamata,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,unknown,groundwater,other
18651,0.0,unknown,Dwsp,0,DWE,0,Lake Victoria,Ilula,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,other,salty abandoned,enough,groundwater,hand pump
23414,0.0,15.0,Rc,2279,RC,0,Lake Nyasa,Isigatiro,Iringa,35.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
23653,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Salong'We B,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
4003,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Shoga,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
26311,0.0,unknown,Tltc,0,TLTC,0,Lake Tanganyika,Mfuto B,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
70408,0.0,unknown,Government Of Tanzania,0,RWE,0,Lake Victoria,Msimba,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,Other,True,submersible,user-group,never pay,soft,insufficient,groundwater,communal standpipe
42630,0.0,1.0,African,335,Kuwait,0,Wami / Ruvu,Kichangani,Morogoro,58.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,insufficient,groundwater,other
64456,250.0,4.0,Dwe,1284,DWE,0,Lake Tanganyika,Nyabusalu,Kigoma,200.0,True,GeoData Consultants Ltd,unknown,False,gravity,user-group,monthly,unknown,unknown,groundwater,communal standpipe
66412,20.0,3.0,Kuwait,53,KUWAIT,0,Rufiji,Kizapala,Pwani,360.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
39856,20.0,13.0,0,20,0,0,Wami / Ruvu,Mtaa Wa Kitunda Kati,Dar es Salaam,200.0,unknown,GeoData Consultants Ltd,WUG,False,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
54522,0.0,unknown,Dwe,0,DWE,0,Lake Tanganyika,Usinge Mashariki,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
10505,0.0,unknown,Urt,0,CCEC,0,Lake Victoria,Ilelangata,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,enough,surface,other
31406,0.0,27.0,Government Of Tanzania,198,DWE,0,Pangani,Mamboleo,Tanga,200.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
