id,amount_tsh,days_since_recorded,funder,gps_height,installer,basin,region,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,water_quality,quantity,source_class,waterpoint_type_group
41292,0.0,867,hesawa,0,dwe,Lake Victoria,Kagera,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
11648,50.0,308,other,202,other,Ruvuma / Southern Coast,Mtwara,500,True,vwc,True,00s,submersible,user-group,per bucket,soft,enough,surface,hand pump
58421,0.0,997,world_bank,0,other,Wami / Ruvu,Dodoma,0,True,vwc,False,unknown,submersible,user-group,per bucket,salty,enough,groundwater,communal standpipe
24709,0.0,847,hesawa,0,other,Lake Victoria,Mwanza,0,unknown,vwc,True,unknown,handpump,user-group,never pay,unknown,unknown,groundwater,hand pump
43869,0.0,860,government,1309,rwe,Lake Victoria,Mwanza,350,True,vwc,True,80s,other,user-group,never pay,soft,insufficient,surface,communal standpipe
5527,450.0,0,other,1557,other,Pangani,Kilimanjaro,1,True,water_board,True,90s,gravity,user-group,other,soft,enough,groundwater,communal standpipe
45462,0.0,860,other,0,other,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
63012,500.0,963,other,1877,other,Rufiji,Iringa,150,True,wua,True,00s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
70191,25.0,254,other,838,other,Pangani,Kilimanjaro,350,True,water_authority,True,10s,submersible,commercial,per bucket,soft,insufficient,groundwater,communal standpipe
66194,0.0,974,other,0,other,Rufiji,Mbeya,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,seasonal,surface,communal standpipe
59349,20.0,1008,other,39,dwe,Wami / Ruvu,Pwani,50,True,vwc,True,90s,motorpump,user-group,per bucket,salty,insufficient,surface,communal standpipe
44031,30.0,317,other,476,other,Ruvuma / Southern Coast,Mtwara,500,True,vwc,False,00s,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
27596,0.0,992,other,95,dwe,Wami / Ruvu,Pwani,630,True,water_authority,True,00s,motorpump,commercial,never pay,soft,enough,surface,communal standpipe
67690,0.0,297,other,1363,rwe,Lake Tanganyika,Kigoma,150,True,vwc,False,80s,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
14339,0.0,862,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
34429,0.0,317,other,0,other,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
50923,200.0,1005,government,329,dwe,Rufiji,Morogoro,260,True,other,True,70s,handpump,user-group,monthly,soft,seasonal,groundwater,hand pump
42973,0.0,851,other,0,other,Lake Victoria,Kagera,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
12372,0.0,968,other,0,other,Lake Nyasa,Mbeya,0,True,vwc,unknown,unknown,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
32998,0.0,369,other,1317,other,Lake Victoria,Mara,500,unknown,other,True,00s,handpump,unknown,unknown,soft,enough,groundwater,hand pump
48183,20.0,299,other,1713,other,Internal,Manyara,149,True,vwc,True,90s,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
20178,0.0,868,other,0,other,Lake Rukwa,Mbeya,0,True,vwc,False,unknown,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
6213,0.0,309,other,1368,rwe,Lake Tanganyika,Kigoma,450,True,vwc,True,80s,other,user-group,unknown,soft,enough,groundwater,other
40520,300.0,407,hesawa,1400,other,Lake Victoria,Mara,1,True,wug,unknown,90s,handpump,user-group,annually,salty,enough,groundwater,hand pump
19532,0.0,856,hesawa,0,dwe,Lake Victoria,Kagera,0,True,other,True,unknown,other,user-group,never pay,soft,enough,groundwater,other
41083,50.0,985,other,16,other,Wami / Ruvu,Pwani,120,True,other,True,90s,submersible,commercial,per bucket,soft,enough,surface,communal standpipe
50349,50.0,990,other,34,dwe,Wami / Ruvu,Pwani,1,True,water_authority,True,80s,motorpump,commercial,per bucket,soft,enough,surface,communal standpipe
44540,3600.0,308,government,886,dwe,Lake Tanganyika,Kigoma,180,True,other,True,70s,gravity,parastatal,annually,soft,enough,surface,communal standpipe
10,0.0,996,other,197,dwe,Pangani,Tanga,250,True,vwc,False,90s,gravity,user-group,never pay,soft,seasonal,groundwater,communal standpipe
9864,200.0,1002,other,289,dwe,Pangani,Tanga,600,True,vwc,False,00s,handpump,user-group,monthly,soft,seasonal,groundwater,hand pump
72487,25000.0,985,other,1991,other,Rufiji,Iringa,150,True,wua,True,00s,gravity,user-group,annually,soft,enough,surface,communal standpipe
68186,0.0,397,other,0,dwe,Lake Tanganyika,Shinyanga,0,True,other,True,unknown,other,parastatal,unknown,soft,insufficient,groundwater,other
69949,200.0,1009,world_bank,402,other,Wami / Ruvu,Morogoro,70,True,vwc,True,00s,gravity,user-group,monthly,soft,enough,surface,communal standpipe
20191,20.0,984,other,-16,other,Wami / Ruvu,Pwani,50,True,vwc,False,00s,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
23621,1000.0,292,danida,1024,dwe,Lake Nyasa,Ruvuma,450,True,vwc,True,00s,handpump,user-group,monthly,soft,enough,groundwater,hand pump
50360,0.0,991,other,0,other,Wami / Ruvu,Dodoma,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
19567,0.0,848,other,0,other,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,monthly,soft,enough,groundwater,hand pump
37692,50.0,291,other,1407,other,Wami / Ruvu,Manyara,2600,True,vwc,True,00s,motorpump,user-group,per bucket,salty,insufficient,groundwater,communal standpipe
72519,500.0,292,danida,473,danida,Lake Nyasa,Ruvuma,80,True,vwc,True,90s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
15829,0.0,297,rwssp,0,dwe,Lake Victoria,Shinyanga,0,True,other,True,unknown,other,unknown,unknown,milky,insufficient,groundwater,other
35490,5000.0,153,other,501,other,Pangani,Kilimanjaro,210,True,water_authority,True,10s,gravity,user-group,annually,soft,enough,surface,communal standpipe
70196,0.0,830,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,per bucket,soft,insufficient,groundwater,hand pump
69975,0.0,410,other,0,other,Internal,Shinyanga,0,True,wug,False,unknown,handpump,user-group,other,soft,enough,groundwater,hand pump
74118,0.0,423,other,0,dwe,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,other,salty abandoned,enough,groundwater,hand pump
43080,0.0,995,other,357,other,Wami / Ruvu,Morogoro,50,True,vwc,True,10s,other,user-group,never pay,soft,enough,groundwater,other
70998,0.0,300,other,-31,other,Ruvuma / Southern Coast,Mtwara,380,True,other,False,80s,other,user-group,never pay,salty,insufficient,groundwater,other
13035,0.0,865,other,0,dwe,Lake Victoria,Kagera,0,True,other,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
54117,50.0,309,other,276,other,Ruvuma / Southern Coast,Mtwara,140,True,vwc,True,00s,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
26186,20.0,1001,other,359,other,Wami / Ruvu,Pwani,10,True,wua,True,00s,submersible,user-group,per bucket,soft,enough,surface,communal standpipe
6242,0.0,861,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,vwc,True,unknown,other,user-group,never pay,soft,enough,groundwater,other
36549,3000.0,309,other,1013,other,Lake Tanganyika,Kigoma,380,True,water_authority,True,80s,gravity,user-group,annually,soft,enough,surface,communal standpipe
16302,30.0,981,other,384,other,Pangani,Tanga,1000,True,vwc,False,70s,handpump,user-group,per bucket,soft,dry,groundwater,hand pump
37568,0.0,864,danida,0,other,Lake Nyasa,Mbeya,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
42094,0.0,153,other,1256,dwe,Pangani,Kilimanjaro,1,False,water_board,True,00s,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
27979,0.0,316,other,1776,other,Internal,Manyara,838,False,other,True,90s,handpump,parastatal,never pay,soft,enough,groundwater,hand pump
42768,0.0,288,danida,1033,danida,Lake Nyasa,Ruvuma,180,True,wug,False,80s,other,user-group,on failure,soft,enough,groundwater,other
51644,0.0,252,other,1654,dwe,Pangani,Arusha,150,True,vwc,True,90s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
30297,0.0,996,other,1746,other,Pangani,Tanga,1,True,vwc,True,90s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
46805,3000.0,309,other,1031,other,Lake Tanganyika,Kigoma,500,True,water_authority,True,80s,gravity,user-group,annually,soft,enough,surface,communal standpipe
24934,0.0,1001,other,259,other,Rufiji,Morogoro,70,True,other,True,10s,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
61215,0.0,856,government,0,dwe,Lake Victoria,Kagera,0,True,wug,True,unknown,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
45916,0.0,1011,other,473,dwe,Wami / Ruvu,Morogoro,150,True,vwc,True,90s,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
49783,0.0,321,other,849,other,Internal,Singida,450,True,other,False,90s,handpump,user-group,never pay,soft,enough,groundwater,hand pump
23980,0.0,995,other,0,dwe,Pangani,Tanga,200,True,vwc,True,70s,other,user-group,never pay,coloured,insufficient,surface,communal standpipe
29910,500.0,993,other,300,dwe,Rufiji,Morogoro,178,True,other,True,90s,handpump,user-group,monthly,soft,enough,groundwater,hand pump
28396,500.0,960,other,0,other,Wami / Ruvu,Morogoro,273,True,vwc,True,00s,handpump,user-group,monthly,salty,insufficient,groundwater,hand pump
63785,0.0,872,danida,0,other,Lake Nyasa,Mbeya,0,True,vwc,True,unknown,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
36788,100.0,318,other,1091,rwe,Lake Tanganyika,Kigoma,348,True,vwc,True,80s,gravity,user-group,monthly,soft,enough,surface,communal standpipe
16528,0.0,974,other,0,dwe,Internal,Dodoma,0,True,vwc,False,unknown,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
7713,0.0,961,other,0,dwe,Wami / Ruvu,Dodoma,0,True,vwc,False,unknown,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
72843,500.0,1034,other,429,other,Wami / Ruvu,Morogoro,98,True,vwc,True,00s,other,user-group,monthly,soft,enough,groundwater,other
58683,0.0,273,other,1476,other,Internal,Singida,1,True,vwc,unknown,80s,other,user-group,unknown,soft,dry,groundwater,other
66555,0.0,990,other,0,dwe,Wami / Ruvu,Tanga,1,True,vwc,False,60s,handpump,user-group,never pay,salty,unknown,groundwater,hand pump
51012,0.0,1002,other,1659,dwe,Lake Nyasa,Iringa,123,True,vwc,False,00s,gravity,user-group,never pay,soft,dry,surface,communal standpipe
26955,0.0,876,other,0,dwe,Lake Tanganyika,Kagera,0,True,vwc,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
51886,500.0,319,other,1283,other,Lake Tanganyika,Rukwa,12,True,vwc,True,80s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
12119,500.0,1015,danida,1742,other,Lake Nyasa,Iringa,2,True,vwc,True,90s,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
27189,0.0,307,other,432,other,Ruvuma / Southern Coast,Mtwara,1,True,vwc,False,90s,other,user-group,unknown,soft,dry,groundwater,other
3719,0.0,872,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,never pay,salty,dry,groundwater,hand pump
895,250.0,299,other,1439,other,Lake Tanganyika,Kigoma,420,True,water_authority,True,90s,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
67830,0.0,274,other,982,other,Internal,Manyara,216,True,vwc,True,00s,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
51242,0.0,296,other,1309,other,Rufiji,Singida,360,True,vwc,False,10s,motorpump,user-group,never pay,soft,insufficient,groundwater,communal standpipe
52440,50.0,315,other,668,other,Ruvuma / Southern Coast,Mtwara,400,True,vwc,False,90s,other,user-group,per bucket,soft,insufficient,groundwater,other
26426,0.0,995,other,0,other,Internal,Dodoma,0,True,vwc,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
73153,100.0,864,hesawa,1166,dwe,Lake Victoria,Mwanza,400,True,other,True,90s,handpump,user-group,monthly,soft,insufficient,groundwater,hand pump
51205,0.0,314,world_bank,1187,other,Lake Victoria,Mara,250,True,vwc,True,10s,gravity,user-group,unknown,soft,unknown,surface,communal standpipe
30033,0.0,861,danida,0,other,Lake Victoria,Kagera,0,True,vwc,False,unknown,handpump,user-group,per bucket,soft,dry,groundwater,communal standpipe
28124,0.0,979,government,0,other,Internal,Dodoma,0,True,vwc,False,unknown,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
38541,0.0,424,other,0,dwe,Lake Tanganyika,Shinyanga,0,unknown,wug,True,unknown,other,user-group,unknown,soft,dry,groundwater,other
72,0.0,845,other,758,dwe,Lake Tanganyika,Rukwa,1,False,vwc,True,00s,gravity,user-group,never pay,soft,enough,surface,communal standpipe
39772,0.0,864,danida,0,other,Lake Nyasa,Mbeya,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
65316,0.0,261,other,1227,other,Pangani,Kilimanjaro,1,True,water_board,True,00s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
22676,250.0,288,other,1303,other,Lake Tanganyika,Kigoma,320,True,water_authority,True,00s,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
31294,0.0,354,other,0,other,Internal,Shinyanga,0,True,other,True,unknown,gravity,parastatal,never pay,soft,dry,surface,communal standpipe
45076,0.0,251,other,912,other,Pangani,Kilimanjaro,150,True,water_authority,True,10s,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
67709,0.0,248,government,1476,dwe,Pangani,Arusha,150,True,vwc,True,00s,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
33112,0.0,288,other,1190,other,Lake Victoria,Mara,600,unknown,other,unknown,90s,handpump,user-group,other,salty,enough,groundwater,hand pump
28183,0.0,301,other,1287,other,Lake Tanganyika,Kigoma,180,True,vwc,False,00s,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
8497,0.0,1007,other,452,dwe,Lake Nyasa,Iringa,110,True,vwc,False,00s,other,user-group,never pay,soft,enough,groundwater,other
29430,0.0,305,other,367,other,Ruvuma / Southern Coast,Mtwara,68,True,vwc,True,00s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
61752,2000.0,1003,other,1562,other,Rufiji,Iringa,1,True,wua,False,00s,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
19422,0.0,998,world_bank,0,other,Wami / Ruvu,Dodoma,0,True,vwc,True,unknown,submersible,user-group,per bucket,salty,enough,groundwater,communal standpipe
16903,500.0,1011,world_bank,361,other,Wami / Ruvu,Morogoro,130,True,vwc,True,00s,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
963,0.0,416,other,0,dwe,Internal,Tabora,0,True,vwc,False,unknown,handpump,user-group,on failure,soft,enough,groundwater,hand pump
68008,0.0,263,other,1500,other,Pangani,Kilimanjaro,1,True,water_board,True,00s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
44308,0.0,867,other,0,other,Lake Rukwa,Mbeya,0,True,vwc,False,unknown,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
39294,0.0,317,rwssp,0,dwe,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
18719,0.0,311,other,237,other,Ruvuma / Southern Coast,Mtwara,500,True,water_board,True,80s,submersible,user-group,never pay,soft,dry,groundwater,communal standpipe
63516,20.0,253,other,1316,other,Pangani,Kilimanjaro,1,True,water_board,True,00s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
32704,0.0,319,hesawa,1270,dwe,Lake Victoria,Mara,1200,True,wug,False,90s,handpump,user-group,on failure,salty,enough,groundwater,hand pump
67468,0.0,316,other,1204,other,Lake Tanganyika,Rukwa,132,True,water_authority,True,80s,other,commercial,never pay,soft,enough,groundwater,hand pump
34061,0.0,415,rwssp,0,other,Lake Victoria,Shinyanga,0,True,wug,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
71974,500.0,963,other,1806,other,Rufiji,Iringa,75,True,wua,True,00s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
59132,0.0,407,other,0,other,Lake Tanganyika,Shinyanga,0,True,wug,True,unknown,other,user-group,unknown,soft,enough,groundwater,other
60460,50.0,251,other,1078,other,Internal,Arusha,500,True,vwc,True,00s,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
48699,0.0,990,other,0,other,Internal,Dodoma,0,True,vwc,True,unknown,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
68015,0.0,960,other,0,other,Lake Rukwa,Mbeya,0,True,vwc,False,unknown,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
57801,0.0,91,other,1398,other,Internal,Arusha,200,True,vwc,True,00s,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
16954,0.0,411,other,0,other,Lake Victoria,Shinyanga,0,True,wug,False,unknown,gravity,user-group,other,soft,seasonal,surface,communal standpipe
5156,0.0,302,hesawa,1427,other,Lake Victoria,Mara,300,True,wug,unknown,90s,rope pump,user-group,never pay,soft,insufficient,groundwater,hand pump
58803,0.0,412,other,0,other,Internal,Tabora,0,True,water_authority,False,unknown,handpump,user-group,unknown,salty,enough,groundwater,hand pump
40126,0.0,407,government,0,government,Internal,Shinyanga,0,True,vwc,True,unknown,other,user-group,never pay,soft,seasonal,groundwater,other
46598,0.0,872,other,0,other,Lake Rukwa,Mbeya,0,True,vwc,False,unknown,gravity,user-group,never pay,soft,enough,groundwater,other
31818,0.0,970,other,0,other,Lake Nyasa,Mbeya,0,True,vwc,unknown,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
53429,5000.0,993,danida,1254,other,Rufiji,Iringa,1,True,vwc,True,80s,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
31155,0.0,852,other,1641,dwe,Rufiji,Iringa,36,True,wua,True,90s,gravity,user-group,on failure,soft,enough,surface,communal standpipe
45435,0.0,280,danida,497,danida,Ruvuma / Southern Coast,Ruvuma,1,False,vwc,False,90s,submersible,user-group,never pay,soft,enough,surface,communal standpipe
62699,0.0,1014,government,2008,commu,Lake Nyasa,Iringa,0,False,vwc,False,80s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
7233,0.0,318,other,1200,other,Lake Victoria,Mara,480,False,wug,False,90s,other,user-group,never pay,soft,enough,groundwater,other
25166,0.0,413,government,0,dwe,Internal,Tabora,0,True,water_authority,False,unknown,handpump,user-group,never pay,salty,enough,groundwater,hand pump
26892,0.0,1000,other,1370,other,Wami / Ruvu,Morogoro,200,True,vwc,True,90s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
57374,0.0,394,other,1343,other,Lake Victoria,Mara,300,unknown,other,True,70s,gravity,unknown,unknown,unknown,unknown,surface,other
14044,0.0,856,other,0,other,Lake Nyasa,Mbeya,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
45100,0.0,968,other,0,other,Wami / Ruvu,Dodoma,0,True,water_authority,False,unknown,submersible,commercial,never pay,soft,insufficient,groundwater,communal standpipe
63407,0.0,967,other,0,other,Rufiji,Mbeya,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,seasonal,surface,communal standpipe
49087,0.0,979,other,0,commu,Internal,Dodoma,0,True,vwc,False,unknown,motorpump,commercial,per bucket,soft,dry,groundwater,communal standpipe
2876,20.0,315,other,1795,other,Internal,Manyara,302,unknown,wug,True,10s,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
8510,0.0,761,other,2231,other,Lake Nyasa,Iringa,40,True,vwc,True,00s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
1163,0.0,296,other,947,dwe,Lake Tanganyika,Kigoma,480,True,vwc,True,90s,gravity,user-group,unknown,soft,enough,surface,communal standpipe
38903,0.0,852,other,0,other,Lake Victoria,Kagera,0,True,vwc,False,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
15342,0.0,311,government,470,government,Ruvuma / Southern Coast,Lindi,350,unknown,vwc,True,60s,submersible,user-group,unknown,soft,dry,surface,communal standpipe
59381,0.0,407,other,1366,other,Lake Victoria,Shinyanga,300,True,wug,False,00s,handpump,user-group,never pay,soft,enough,groundwater,hand pump
38372,500.0,982,government,1323,dwe,Pangani,Tanga,1,True,vwc,True,80s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
16605,0.0,856,government,0,dwe,Lake Victoria,Kagera,0,True,wug,True,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
10414,0.0,869,other,0,dwe,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,other,salty abandoned,enough,groundwater,hand pump
55852,0.0,869,other,1689,other,Lake Tanganyika,Rukwa,150,True,vwc,False,90s,handpump,user-group,never pay,soft,enough,groundwater,hand pump
19824,0.0,847,other,0,other,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
4276,0.0,259,government,1078,dwe,Pangani,Arusha,150,True,vwc,True,80s,gravity,user-group,never pay,soft,enough,groundwater,other
73325,0.0,958,other,0,dwe,Lake Rukwa,Mbeya,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,enough,surface,communal standpipe
58981,0.0,317,other,1157,other,Lake Tanganyika,Rukwa,30,True,water_authority,True,80s,other,commercial,never pay,soft,enough,groundwater,hand pump
28050,0.0,92,danida,527,danida,Lake Nyasa,Ruvuma,90,unknown,vwc,True,90s,gravity,user-group,unknown,soft,dry,groundwater,communal standpipe
47842,200.0,308,government,1171,government,Lake Tanganyika,Kigoma,1420,True,water_authority,False,00s,handpump,user-group,monthly,soft,enough,groundwater,hand pump
36471,0.0,986,world_bank,280,other,Wami / Ruvu,Morogoro,600,True,vwc,True,90s,other,user-group,on failure,soft,seasonal,groundwater,other
42072,0.0,91,world_bank,515,government,Lake Nyasa,Ruvuma,1,unknown,vwc,True,10s,gravity,user-group,unknown,soft,dry,groundwater,communal standpipe
45613,0.0,404,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,vwc,True,unknown,other,user-group,never pay,soft,enough,groundwater,other
15744,0.0,876,other,0,dwe,Lake Rukwa,Mbeya,0,True,vwc,False,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
8106,0.0,868,government,0,rwe,Lake Victoria,Kagera,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
22460,0.0,289,other,-28,other,Rufiji,Lindi,214,True,other,True,00s,other,user-group,never pay,salty,enough,groundwater,other
20063,0.0,403,other,0,other,Lake Victoria,Shinyanga,0,unknown,wug,False,unknown,other,user-group,unknown,soft,enough,groundwater,other
59768,0.0,258,other,1368,other,Internal,Kilimanjaro,1,True,water_board,True,00s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
63293,0.0,385,government,0,government,Internal,Shinyanga,0,True,vwc,False,unknown,gravity,user-group,other,soft,enough,surface,communal standpipe
141,0.0,321,other,1616,other,Internal,Singida,445,True,other,True,10s,gravity,parastatal,never pay,soft,seasonal,surface,communal standpipe
6542,0.0,865,other,0,other,Lake Rukwa,Mbeya,0,True,vwc,False,unknown,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
15262,50.0,1006,other,-11,other,Wami / Ruvu,Dar es Salaam,130,True,vwc,False,00s,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
4943,0.0,410,other,0,other,Internal,Tabora,0,True,water_authority,False,unknown,other,user-group,never pay,milky,enough,groundwater,other
9111,0.0,977,other,0,other,Pangani,Tanga,1,True,vwc,True,00s,wind-powered,user-group,never pay,salty,unknown,groundwater,communal standpipe
50030,0.0,856,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
6944,0.0,964,other,0,dwe,Internal,Dodoma,0,True,vwc,False,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
61772,0.0,998,other,0,dwe,Internal,Dodoma,0,True,vwc,False,unknown,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
48494,0.0,407,other,0,other,Lake Tanganyika,Tabora,0,True,vwc,True,unknown,other,user-group,never pay,soft,seasonal,groundwater,hand pump
26934,0.0,264,other,1352,other,Pangani,Arusha,850,False,water_board,unknown,00s,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
34040,500.0,1002,other,469,other,Wami / Ruvu,Morogoro,250,True,vwc,True,10s,handpump,user-group,on failure,soft,enough,groundwater,hand pump
61608,0.0,274,world_bank,1234,government,Internal,Manyara,800,True,vwc,True,00s,submersible,user-group,other,soft,enough,groundwater,other
69176,0.0,249,other,1290,dwe,Pangani,Kilimanjaro,1,False,water_board,True,00s,gravity,user-group,per bucket,soft,enough,surface,communal standpipe
64849,600.0,309,other,813,dwe,Lake Tanganyika,Kigoma,330,True,wug,True,90s,other,user-group,monthly,soft,enough,groundwater,other
19983,10.0,183,other,1157,other,Pangani,Kilimanjaro,60,True,water_board,True,90s,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
64985,500.0,319,other,1009,rwe,Lake Tanganyika,Kigoma,117,True,vwc,True,80s,gravity,user-group,monthly,soft,enough,surface,communal standpipe
29425,0.0,315,other,397,other,Ruvuma / Southern Coast,Mtwara,1,True,vwc,False,00s,other,user-group,unknown,salty,dry,groundwater,other
12881,0.0,992,other,-15,other,Rufiji,Pwani,100,True,vwc,False,00s,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
38052,100.0,958,other,1540,dwe,Rufiji,Iringa,30,True,vwc,True,00s,gravity,user-group,per bucket,soft,dry,groundwater,communal standpipe
29895,0.0,1014,other,192,dwe,Rufiji,Pwani,1,True,vwc,True,00s,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
6333,30.0,968,other,0,other,Wami / Ruvu,Morogoro,500,True,vwc,True,80s,submersible,user-group,per bucket,salty,insufficient,groundwater,communal standpipe
7135,0.0,865,other,0,other,Lake Nyasa,Mbeya,0,True,vwc,True,unknown,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
13044,0.0,1015,other,-13,other,Rufiji,Pwani,240,True,vwc,True,00s,handpump,user-group,never pay,soft,enough,groundwater,hand pump
24832,0.0,1012,other,357,dwe,Wami / Ruvu,Morogoro,900,True,vwc,True,80s,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
12883,0.0,1015,other,-27,other,Rufiji,Pwani,250,True,vwc,False,unknown,handpump,user-group,never pay,salty,enough,groundwater,hand pump
66043,0.0,264,other,-27,other,Wami / Ruvu,Dar es Salaam,1,True,other,False,00s,motorpump,other,never pay,salty,dry,groundwater,other
66724,0.0,976,other,0,other,Lake Rukwa,Mbeya,0,True,vwc,True,unknown,gravity,user-group,monthly,soft,enough,surface,communal standpipe
2043,0.0,1011,other,412,dwe,Wami / Ruvu,Morogoro,400,True,vwc,True,90s,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
64545,0.0,277,other,0,dwe,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
45525,0.0,864,hesawa,0,dwe,Lake Victoria,Kagera,0,True,wug,True,unknown,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
